,Text,Intent
196,I'm curious about the different types of leaves that I can take as an employee. Could you provide some information?,leave_type
195,"Can you describe the different types of leaves that employees can take, and how they are credited?",leave_type
194,"What are the different leave categories that employees can choose from, and how do they differ?",leave_type
193,Could you provide an overview of the different types of leaves that employees can avail?,leave_type
192,"What are the various types of leaves that employees can take, and what are their purposes?",leave_type
191,I'm not sure what kinds of leaves I'm eligible for. Could you provide some information?,leave_type
190,Can you explain the different categories of leaves that employees can avail?,leave_type
189,"What are the different leave options that I have as an employee, and how do they work?",leave_type
188,Could you provide a list of the different types of leaves that are typically offered to employees?,leave_type
217,"Could you give me a breakdown of the different types of leaves that employees can take, and what the process is for requesting them?",leave_type
0,When will my earned leaves be credited to my leave balance?,leave_year_count
11,What is the frequency of updating and crediting earned leaves to the leave balance?,leave_year_count
23,Are earned leaves credited immediately to the leave balance upon eligibility?,leave_year_count
22,When can I start utilizing my earned leaves after they have been credited to the leave balance?,leave_year_count
21,Is there a waiting period before earned leaves are added to the leave balance?,leave_year_count
20,Are there any specific conditions or requirements for earned leaves to be credited to the leave balance?,leave_year_count
19,Can you provide details on the timing of earned leaves being credited to the leave balance?,leave_year_count
18,When do earned leaves become available in the leave balance?,leave_year_count
17,Is there a set time frame for earned leaves to be credited to the leave balance?,leave_year_count
16,How often are earned leaves added to the leave balance?,leave_year_count
15,Is there a specific day of the month when earned leaves are credited to the leave balance?,leave_year_count
14,When exactly do earned leaves get added to the leave balance?,leave_year_count
13,Are earned leaves credited to the leave balance on a monthly basis?,leave_year_count
12,Do earned leaves get credited to the leave balance at the beginning or end of the month?,leave_year_count
10,When does the system update and credit earned leaves to the leave balance?,leave_year_count
9,Is there a fixed date for earned leaves to be credited to the leave balance?,leave_year_count
8,Can you provide information on the process of crediting earned leaves to the leave balance?,leave_year_count
7,What is the schedule for adding earned leaves to the leave balance?,leave_year_count
6,When should I expect my earned leaves to be updated in my leave balance?,leave_year_count
5,Is there a specific date or time frame for the crediting of earned leaves?,leave_year_count
4,How long does it take for earned leaves to be reflected in the leave balance?,leave_year_count
24,What is the duration between earning earned leaves and their crediting to the leave balance?,leave_year_count
3,At what point are earned leaves credited to the leave balance?,leave_year_count
25,Is there a specific time frame for earned leaves to be processed and added to the leave balance?,leave_year_count
47,When can I start enjoying my earned leaves after they have been credited to the leave balance?,leave_year_count
28,When can I start applying for earned leaves once they are credited to the leave balance?,leave_year_count
29,How soon can I take advantage of my earned leaves after they have been credited to the leave balance?,leave_year_count
30,Is there a specific period when earned leaves are credited to the leave balance?,leave_year_count
31,Are earned leaves credited to the leave balance on a quarterly basis?,leave_year_count
32,When can I check my leave balance to see if my earned leaves have been credited?,leave_year_count
33,Is there a specific time of the year when earned leaves are credited to the leave balance?,leave_year_count
34,Are earned leaves credited to the leave balance on a weekly basis?,leave_year_count
35,Is there a standard procedure for crediting earned leaves to the leave balance?,leave_year_count
36,When can I start planning my time off after my earned leaves have been credited to the leave balance?,leave_year_count
37,Are there any exceptions or variations in the timing of earned leaves being credited to the leave balance?,leave_year_count
38,Is there a specific time of the day when earned leaves are credited to the leave balance?,leave_year_count
39,What is the process for verifying that earned leaves have been successfully credited to the leave balance?,leave_year_count
40,Are earned leaves credited to the leave balance at the beginning or end of the week?,leave_year_count
41,When can I expect my earned leaves to be available for use from the leave balance?,leave_year_count
42,Is there a specific time frame for earned leaves to be approved and added to the leave balance?,leave_year_count
43,Do earned leaves get credited to the leave balance on a daily basis?,leave_year_count
44,When can I start planning my vacations once my earned leaves are credited to the leave balance?,leave_year_count
45,Is there a specific month when earned leaves are credited to the leave balance?,leave_year_count
46,Are earned leaves credited to the leave balance on a yearly basis?,leave_year_count
48,Is there a specific time frame for earned leaves to be processed and reflected in the leave balance?,leave_year_count
27,Is there a delay in crediting earned leaves to the leave balance during certain periods or seasons?,leave_year_count
26,Do I need to submit any documents or forms for earned leaves to be credited to the leave balance?,leave_year_count
1,What is the timeline for earning and crediting leaves to my balance?,leave_year_count
2,When can I expect my earned leaves to be added to my leave balance?,leave_year_count
680,What are the correct procedures for claiming expenses?,pay_exp
652,Could you guide me on how to submit an expense claim?,pay_exp
651,What is the procedure for claiming expenses?,pay_exp
683,What are the necessary actions I need to take when claiming expenses?,pay_exp
684,How can I formally submit my expense claim?,pay_exp
685,Can you explain the detailed process of claiming expenses?,pay_exp
686,What is the recommended method for submitting an expense claim?,pay_exp
687,Could you explain the specific actions to take when claiming expenses?,pay_exp
688,Can you provide a comprehensive guide on how to claim expenses?,pay_exp
689,How can I ensure a successful and efficient expense claim submission?,pay_exp
681,Can you provide a step-by-step breakdown of the process to submit an expense claim?,pay_exp
691,What is the formal procedure for submitting an expense claim?,pay_exp
692,Could you provide a step-by-step explanation of how to claim expenses?,pay_exp
693,I'm unsure about the proper process to claim expenses. Can you clarify it for me?,pay_exp
694,What are the necessary steps I need to follow to claim expenses correctly?,pay_exp
695,How does one officially submit an expense claim?,pay_exp
696,Can you explain the detailed process of claiming expenses in depth?,pay_exp
697,What is the recommended approach for submitting an expense claim?,pay_exp
698,Could you explain the specific steps to take for claiming expenses?,pay_exp
699,Can you provide a thorough guide on how to claim expenses?,pay_exp
700,How can I ensure a smooth and successful expense claim process?,pay_exp
653,I'm interested in knowing how to claim expenses. Can you explain the process?,pay_exp
654,Can you provide step-by-step instructions on how to claim expenses?,pay_exp
690,Can you guide me on how to accurately claim expenses?,pay_exp
656,Can you explain the exact steps to follow when claiming expenses?,pay_exp
655,How can I formally submit an expense claim?,pay_exp
678,Could you provide a clear explanation of the exact steps to claim expenses?,pay_exp
677,What is the appropriate process for submitting an expense claim?,pay_exp
676,Can you guide me on how to claim expenses properly?,pay_exp
675,How can I ensure a smooth and efficient expense claim process?,pay_exp
674,Can you provide a comprehensive explanation of how to claim expenses?,pay_exp
673,Could you explain the specific steps to follow when claiming expenses?,pay_exp
672,What is the recommended way to submit an expense claim?,pay_exp
671,Can you explain the process of claiming expenses in detail?,pay_exp
670,How does one officially claim expenses?,pay_exp
669,What are the necessary steps I need to follow in order to claim expenses?,pay_exp
668,I'm unsure about how to claim expenses. Can you clarify it for me?,pay_exp
679,I would appreciate it if you could provide a detailed explanation of how to claim expenses.,pay_exp
667,Could you provide a step-by-step guide on how to claim expenses?,pay_exp
657,What is the recommended process for submitting an expense claim?,pay_exp
658,Can you provide a clear explanation of how to claim expenses?,pay_exp
659,How do I properly go about claiming expenses?,pay_exp
660,Could you guide me on the steps to submit an expense claim?,pay_exp
661,I would appreciate it if you could explain the process for claiming expenses.,pay_exp
666,What is the formal way to submit an expense claim?,pay_exp
663,Can you provide a detailed explanation of how to claim expenses?,pay_exp
664,How can I ensure a successful expense claim submission?,pay_exp
665,Can you guide me on how to claim expenses accurately?,pay_exp
682,I'm unsure about the process to claim expenses. Can you provide guidance?,pay_exp
662,What are the correct actions to take when submitting an expense claim?,pay_exp
624,Could you guide me on how to locate FBP properly?,pay_fbp
623,What is the precise place where FBP is located?,pay_fbp
622,Can you explain the exact location of FBP?,pay_fbp
621,How can I formally find FBP?,pay_fbp
620,I would appreciate it if you could tell me where to find FBP.,pay_fbp
619,Can you explain the specific place where FBP is located?,pay_fbp
618,What is the recommended way to find FBP?,pay_fbp
617,I'm unsure about the whereabouts of FBP. Can you shed some light on it?,pay_fbp
616,Can you guide me on how to locate FBP?,pay_fbp
615,Could you provide a clear explanation of where to find FBP?,pay_fbp
614,What is the proper way to find FBP?,pay_fbp
612,I'm interested in learning more about how to locate FBP. Can you provide some guidance?,pay_fbp
611,Could you enlighten me on the whereabouts of FBP? Where can I find it?,pay_fbp
610,What is the correct way to find FBP?,pay_fbp
609,Can you tell me the precise location of FBP?,pay_fbp
627,What are the correct instructions to follow when trying to find FBP?,pay_fbp
607,I would like to know the exact spot where FBP is located. Can you assist me with that?,pay_fbp
606,How can I go about finding FBP?,pay_fbp
605,Can you provide me with the specific location of FBP?,pay_fbp
604,I'm curious about the whereabouts of FBP. Can you tell me where to find it?,pay_fbp
603,Could you please guide me on where to locate FBP?,pay_fbp
602,What is the exact place to find FBP?,pay_fbp
613,Can you clarify the exact location of FBP?,pay_fbp
608,Is there a specific place where I can find FBP?,pay_fbp
641,Can you explain the step-by-step process of finding FBP?,pay_fbp
629,Can you guide me on how to find FBP correctly?,pay_fbp
628,Could you provide a clear explanation of the specific location of FBP?,pay_fbp
650,How does one officially find FBP?,pay_fbp
649,What are the necessary steps I need to follow in order to locate FBP?,pay_fbp
648,I'm unsure about where to find FBP. Can you clarify it for me?,pay_fbp
647,Could you provide a step-by-step guide on how to find FBP?,pay_fbp
646,What is the formal way to locate FBP?,pay_fbp
645,Can you guide me on how to find FBP accurately?,pay_fbp
644,Could you provide a clear explanation of the exact location of FBP?,pay_fbp
643,What are the correct actions to take when trying to find FBP?,pay_fbp
642,I'm curious about the specific location of FBP. Can you provide that information?,pay_fbp
625,Can you provide directions on where to find FBP?,pay_fbp
626,I'm interested in knowing the exact location of FBP. Can you provide that information?,pay_fbp
639,I need assistance in knowing how to find FBP. Can you help me with that?,pay_fbp
638,Can you tell me the exact place or address where FBP is located?,pay_fbp
637,Could you explain the process of locating FBP in detail?,pay_fbp
636,What are the necessary steps I need to take in order to find FBP?,pay_fbp
635,I'm unsure about where FBP is located. Can you clarify it for me?,pay_fbp
634,Can you provide the exact coordinates or address of FBP?,pay_fbp
633,How can I go about locating FBP?,pay_fbp
632,I would appreciate it if you could provide directions on finding FBP.,pay_fbp
631,Can you explain the specific spot where FBP is located?,pay_fbp
630,What is the recommended place to find FBP?,pay_fbp
640,What is the recommended process for locating FBP?,pay_fbp
717,I'm unsure about the email alias for POSH. Can you clarify it for me?,posh
718,Could you explain how to find the email alias for POSH?,posh
719,I need to know the email alias associated with POSH. Can you provide that information?,posh
720,What is the designated email alias for the POSH module?,posh
724,What is the email alias that is associated with the POSH module?,posh
722,I would like to know the email alias associated with POSH. Can you provide that information?,posh
723,Can you provide the specific email alias that is used for POSH?,posh
716,Can you provide the specific email alias that corresponds to POSH?,posh
725,I need to know the email alias used for POSH. Can you provide that information?,posh
721,What is the email alias that corresponds to the POSH module?,posh
715,What is the designated email alias used for the POSH module?,posh
709,I need to know the email alias for POSH. Can you assist me?,posh
713,Could you guide me on how to find the email alias for POSH?,posh
712,What is the email alias that is used for the POSH module?,posh
711,I'm interested in finding out the email alias associated with POSH. Can you provide it?,posh
710,Can you provide the specific email alias used for POSH?,posh
708,Could you provide the email alias associated with the POSH module?,posh
707,What is the email alias that corresponds to POSH?,posh
706,Can you tell me the specific email alias used for POSH?,posh
705,How can I obtain the email alias for POSH?,posh
704,What is the designated email alias for POSH?,posh
702,Can you provide the email alias associated with POSH?,posh
701,What is the email alias used for POSH?,posh
714,I would like to know the email alias associated with POSH. Can you help me with that?,posh
703,I'm looking for the alias email for POSH. Can you help me find it?,posh
727,Could you guide me on how to obtain the email alias for POSH?,posh
726,I'm looking for the email alias for POSH. Can you assist me in finding it?,posh
315,Can you guide me on how to request for working remotely? I would appreciate your assistance.,wfh
314,I am interested in applying for work from home. Could you please explain the process to me?,wfh
313,Can you please provide me with information on how to request remote work? I am considering this option.,wfh
312,What is the process for requesting work from home? I would like to know how to proceed.,wfh
311,How can I apply for working from home? I would like to explore this possibility.,wfh
310,What steps do I need to take in order to apply for remote work? I would appreciate your advice.,wfh
309,I am interested in working remotely. Could you please guide me on how to make a formal request,wfh
308,Can you please explain the steps involved in applying for work from home? I am interested in pursuing this option.,wfh
307,How can I submit a formal request to work from home? I would like to understand the process.,wfh
316,What is the procedure for applying for remote work? I would like to pursue this opportunity,wfh
306,I would like to know how to apply for remote work. Can you please provide the necessary information?,wfh
304,Can you guide me on how to request for remote work? I am interested in exploring this opportunity.,wfh
303,I am considering applying for work from home. Could you please outline the process for me?,wfh
302,How do I go about submitting a request to work from home? Any insights would be helpful.,wfh
301,What are the necessary steps to apply for working from home? I would be grateful for your guidance.,wfh
300,Can you please provide me with information on how to request work from home? I am eager to apply.,wfh
299,I would like to request to work from home. Can you please assist me with the application process?,wfh
298,Could you please advise me on how to apply for remote work? I am interested in exploring this option.,wfh
297,What is the process for requesting to work remotely? I would appreciate any information you can provide.,wfh
296,How can I apply for work from home? I would love to know the procedure and any requirements.,wfh
305,What is the procedure for applying for work from home? Your assistance would be highly appreciated.,wfh
317,I would like to know how to apply for work from home. Could you please provide the necessary details?,wfh
293,Can you please provide guidance on applying for work from home? I would like to know the process involved.,wfh
319,Can you please explain the steps involved in applying for working from home? I would appreciate your guidance.,wfh
340,I would like to know how to apply for work from home. Can you please provide the necessary information?,wfh
339,What is the procedure for applying for remote work? I would like to pursue this opportunity.,wfh
338,Can you guide me on how to request for working remotely? I would appreciate your guidance.,wfh
337,I am interested in applying for work from home. Could you please explain the steps to me?,wfh
336,Can you please provide me with information on how to request remote work? I am considering this option.,wfh
335,What is the process for requesting work from home? I would like to understand how to proceed.,wfh
334,How can I apply for working from home? I would like to know the process involved.,wfh
333,What steps do I need to take in order to apply for remote work? I would appreciate your assistance.,wfh
332,I am interested in working remotely. Could you please advise me on how to make a formal request?,wfh
331,Can you please explain the process for applying for work from home? I am interested in exploring this possibility.,wfh
330,How can I submit a formal request to work remotely? I would like to understand the necessary steps.,wfh
329,I would like to know how to apply for work from home. Can you please guide me through the process?,wfh
328,Can you please provide me with information on how to request work from home? I am interested in pursuing this option.,wfh
327,What is the procedure for requesting remote work? I would appreciate your guidance.,wfh
326,How can I apply for working from home? I would like to explore this opportunity.,wfh
325,I am interested in working remotely. Could you please outline the steps for me?,wfh
324,Can you please provide me with information on how to apply for remote work? I am considering this option.,wfh
323,What is the process for requesting to work from home? I would like to understand the procedure.,wfh
322,How can I apply for remote work? I am interested in pursuing this possibility.,wfh
321,What steps do I need to take in order to request work from home? I would appreciate your advice.,wfh
320,I am considering applying for remote work. Could you please guide me on how to proceed?,wfh
295,I am interested in requesting to work from home. Could you please guide me on how to submit the request?,wfh
318,How can I submit a request to work remotely? I am interested in exploring this option.,wfh
341,Can you please explain the steps involved in applying for working from home? I would appreciate your guidance.,wfh
294,What steps do I need to follow in order to apply for working remotely? I would appreciate your guidance.,wfh
506,Can you explain the process of tracking attendance for employees working from home?,wfh_attendance
531,Can you explain the role of HR in monitoring attendance during remote work?,wfh_attendance
532,Are there any employee feedback mechanisms related to attendance tracking during WFH?,wfh_attendance
533,How do companies handle attendance tracking for employees with multiple remote work locations?,wfh_attendance
534,What are the considerations for tracking attendance for employees working in different countries during remote work?,wfh_attendance
535,Can you provide examples of attendance tracking policies for remote employees?,wfh_attendance
536,How do companies handle attendance tracking for employees with flexible work arrangements during remote work?,wfh_attendance
537,Are there any tools or methods to track attendance without relying on employees' self-reporting?,wfh_attendance
538,How do companies address attendance tracking for employees with non-traditional work schedules during remote work?,wfh_attendance
539,What are the potential benefits of real-time attendance tracking for remote employees?,wfh_attendance
540,Can you explain the role of supervisors in monitoring attendance during remote work?,wfh_attendance
541,How do companies handle attendance tracking for employees with intermittent availability during remote work?,wfh_attendance
542,Are there any compliance requirements related to attendance tracking during WFH?,wfh_attendance
543,How do companies ensure data security and confidentiality in attendance tracking for remote workers?,wfh_attendance
544,What are the considerations for tracking attendance for employees working in different time zones during remote work?,wfh_attendance
545,Can you provide examples of attendance tracking methods that promote work-life balance during WFH?,wfh_attendance
546,How do companies handle attendance tracking for employees with overlapping work schedules during remote work?,wfh_attendance
547,What are the potential drawbacks of using automated attendance tracking systems for remote employees?,wfh_attendance
548,How do companies address attendance tracking for employees with part-time remote work arrangements?,wfh_attendance
549,Are there any employee recognition programs related to attendance tracking during WFH?,wfh_attendance
550,How do companies handle attendance tracking for employees with flexible break times during remote work?,wfh_attendance
551,Can you explain the role of IT departments in ensuring accurate attendance tracking during remote work?,wfh_attendance
530,How do companies address attendance tracking for employees with varying work hours during remote work?,wfh_attendance
505,Are there any challenges in tracking attendance during remote work?,wfh_attendance
529,What are the potential risks of manual attendance tracking for remote employees?,wfh_attendance
527,How do companies handle attendance tracking for employees on extended leave during remote work?,wfh_attendance
503,Is there a specific software or tool used to monitor attendance during WFH?,wfh_attendance
502,What are the different ways to track attendance for remote employees?,wfh_attendance
507,What measures can be taken to prevent attendance fraud during remote work?,wfh_attendance
508,Are there any legal considerations when tracking attendance for remote employees?,wfh_attendance
509,How do companies handle attendance tracking for employees in different time zones?,wfh_attendance
510,What role does technology play in monitoring attendance during remote work?,wfh_attendance
511,Are there any privacy concerns related to tracking attendance during WFH?,wfh_attendance
512,How do companies address attendance issues for remote workers?,wfh_attendance
513,Are there any best practices for tracking attendance during remote work?,wfh_attendance
514,Can you provide examples of attendance tracking software for remote employees?,wfh_attendance
528,Are there any employee engagement strategies related to attendance tracking during WFH?,wfh_attendance
515,How do companies ensure fairness and accuracy in attendance tracking for remote workers?,wfh_attendance
517,How do companies handle attendance tracking for employees with flexible work schedules?,wfh_attendance
518,Are there any tools or methods to track attendance without invading employees' privacy?,wfh_attendance
519,How do companies verify the authenticity of attendance records for remote employees?,wfh_attendance
520,What are the consequences of inaccurate attendance tracking during remote work?,wfh_attendance
521,How do companies handle attendance tracking for employees with intermittent internet connectivity?,wfh_attendance
522,Can you explain the role of managers in monitoring attendance during remote work?,wfh_attendance
523,Are there any industry-specific considerations for tracking attendance during WFH?,wfh_attendance
524,How do companies ensure accountability in attendance tracking for remote workers?,wfh_attendance
525,What are the common metrics used to evaluate attendance during remote work?,wfh_attendance
526,Can you provide examples of companies that have successfully implemented attendance tracking for remote employees?,wfh_attendance
516,What are the benefits of using automated attendance tracking systems for remote work?,wfh_attendance
504,How do companies ensure accurate attendance records for remote workers?,wfh_attendance
